Teks,Media,Label,Link,Teks_Artikel
detikJatim,Detik.com,Liga Spanyol,https://www.detik.com/jatim/sepakbola/d-7731169/jelang-babak-8-besar-liga-2-persela-akan-tambah-2-pemain-baru,"Lamongan-Persela Lamongan terus bersiap untuk babak 8 besar Liga 2 2024-2025. Teranyar, Persela dikabarkan mengincar dua pemain lokal.Manajer Persela, Fariz Julinar Maurisal mengonfirmasi saat ini pihaknya telah mencapai kesepakatan dengan 2 pemain lokal. Fariz menyebut, pihaknya telah mencapai kesepakatan verbal dengan pemain lokal.Baca juga:Zulkifli Syukur Terkesan dengan Penampilan Kim Do-hyun dan Fabien Garcia""Ya, kita sudah mencapai kesepakatan dengan dua pemain,"" kata Fariz, Senin (13/1/2025).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTHanya saja, Fariz masih enggan untuk membocorkan siapa 2 pemain yang sudah menjalin kesepakatan dengan Persela Lamongan menjelang babak 8 besar Liga 2 ini.Baca juga:Dikalahkan Gresik United 1-2, Persela Tetap Juara Grup 3Pengusaha Lamongan itu hanya memberi sedikit bocoran bahwa satu dari dua pemain tersebut musim lalu memperkuat Malut United. Sang pemain juga membantu tim asal Maluku tersebut promosi ke Liga 1. Sang pemain juga membantu tim asal Maluku tersebut promosi ke Liga 1.ADVERTISEMENTSementara, terkait profil pemain lainnya yang akan membela Persela saat babak 8 besar nanti, Fariz juga masih enggan untuk membocorkannya. Ia hanya meminta agar menunggu pengumuman resmi dari manajemen saja. ""Kita tunggu saja. Besok diumumkan,"" ujarnya.Menaklukkan Wahana Rumah Hantu di LamonganMenaklukkan Wahana Rumah Hantu di Lamongan(abq/iwd)persela lamonganliga 2babak 8 besar liga 2lamongan"
Sepakbola,Detik.com,Liga Spanyol,https://sport.detik.com/sepakbola/liga-spanyol/d-7729146/final-piala-super-spanyol-misi-balas-dendam-madrid-atas-barcelona,"Jeddah-Trofi juaraPiala Super Spanyoltak sekadar dari motivasiReal Madrid. Madrid juga mau membalas kekalahan telak di tanganBarcelonapada awal musim ini.Madrid dan Barcelona akan berebut trofi Piala Super Spanyol 2025. DuelEl Clasicoitu dijadwalkan digelar di Stadion Raja Abdullah, Jeddah, pada Senin (13/1/2025) pukul 02.00 WIB.Baca juga:Final Piala Super Spanyol: Madrid Antisipasi Jebakan Offside BarcaBarca sukses memenangiEl Clasicoterakhir pada Oktober 2024. Madrid luluh lantak di kandang sendiri dengan kekalahan 0-4, setelah diberondong empat gol Robert Lewandowski (2), Lamine Yamal, dan Raphinha setelah turun minum.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTGelandang MadridFederico Valverdemengakui, kekalahan telak tersebut membuatnya sampai tidur tidak nyenyak. Madrid siap balas dendam pada Barca pada finalPiala Super Spanyol 2025.""Sangat ingin [balas dendam]. Itu adalah hari yang sangat buruk dan bikin sulit tidur setelah kekalahan itu. Anda tidak mengira bisa kalah dengan skor setelak itu,"" cetus Valverde di laman resmiReal Madrid.ADVERTISEMENTBaca juga:Final Piala Super Spanyol: Barca Dilarang Beri Madrid Banyak Peluang""Kekalahan itu sangat berat karena kami tadinya begitu bersemangat tentang menampilkan performa yang bagus. Kami tadinya percaya kami bisa menang, terutama dengan banyaknya peluang di babak pertama memberi kami keyakinan tambahan.""""Di babak kedua, mereka bermain lebih baik dan kami tidak terlalu fokus. Kami tidak melakukan banyak hal dengan benar, dan itu melukai kami. Namun, kekalahan tersebut melecut kami dan memberi kami kekuatan untuk maju ke depan dan menjadi tim yang seperti sekarang,"" ungkap Valverde jelangReal Madrid vs Barcelonamalam ini.(rin/rin)piala super spanyolfinal piala super spanyolpiala super spanyol 2025real madrid vs barcelonamadrid vs barcelonareal madridfederico valverdebarcelonael clasico"
Sepakbola,Detik.com,Liga Spanyol,https://sport.detik.com/sepakbola/liga-spanyol/d-7575308/liga-spanyol-atletico-ditahan-sociedad-1-1,"San Sebastian-Atletico Madridditahan 1-1 olehReal Sociedadpada jornada ke-9Liga Spanyolmusim ini. Gol cepatJulian Alvarezberhasil disamakanLuka Sucicdi pengujung laga.Bermain di Reale Arena, Senin (7/10/2024) dinihari WIB, tuan rumah langsung kebobolan di menit pertama. Antoine Griezmann yang menerima umpan terobosan dari Javi Galan kemudian mengirim backheel pass kepada Julian Alvarez, yang melepaskan tembakan ke sudut kanan untuk membobol gawang Alex Remiro.Sociedad coba membalas di menit ke-5, tetapi tembakan jarak jauh Igor Zubeldia berhasil dihalau Jan Oblak. Kiper Slovenia itu juga menepis dua tembakan dari Martin Zubimendi dan Nayef Aguerd di menit ke-12.Baca juga:Alaves Vs Barcelona: Lewandowski Hat-trick, El Barca Menang 3-0Serangan Sociedad berlanjut di menit ke-18, namun tembakan jarak jauh Jon Aramburu diamankan Oblak. Tembakan mendatar jarak dekat dari Mikel Oyarzabal pada menit ke-26 juga berhasil ditangkap. Pada menit ke-42, ia menepis tembakan Takefusa Kubo.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTPada babak kedua, Atletico yang lebih bertahan tak banyak mengancam Sociedad, namun tuan rumah juga gagal menebar ancaman seperti di paruh pertama. Baru di menit ke-84 Luka Sucic berhasil menjebol gawang Oblak.Gelandang asal Kroasia itu melepaskan tembakan lob jarak jauh usai menerima umpan Oyarzabal. Oblak berusaha menjangkaunya, namun bola justru bersarang di sudut kanan gawang Atletico.ADVERTISEMENTBaca juga:Dani Carvajal Dipastikan Alami Cedera ACLGol tersebut menambah semangat Sociedad. Hampir saja mereka mengunci kemenangan di pengujung laga, namun tiga peluang dari Kubo, Oyarzabal, dan Brais Mendez di injury time gagal berbuah gol. Skor 1-1 menjadi hasil akhir.Tambahan satu poin membuat Sociedad menempati urutan ke-15 dengan sembilan poin, sementara Atletico ada di peringkat tiga dengan 17 poin.Susunan pemainReal Sociedad:Álex Remiro, Jon Aramburu, Igor Zubeldia, Nayef Aguerd, Javi López (Brais Mendez 46'), Martín Zubimendi, Takefusa Kubo, Luka Sučić, Sergio Gómez, Sheraldo Becker (Ander Barrenetxea 61'), Mikel Oyarzabal.Atletico Madrid:Jan Oblak, Clément Lenglet, Axel Witsel, José María Giménez, Javi Galán (Reinildo 83'), Conor Gallagher (Rodrigo De Paul 64'), Koke, Pablo Barrios, Nahuel Molina, Antoine Griezmann (Rodrigo Riquelme 83'), Julián Álvarez (Alexander Sorloth 74').Baca juga:JDT Rekrut Mantan Pemain Real Madrid Jese Rodriguez(adp/pur)liga spanyolatletico madridreal sociedadreal sociedad vs atletico madridlaligaliga spanyol 2024/2025laliga 2024/2025"
detikSulsel,Detik.com,Liga Indonesia,https://www.detik.com/sulsel/sepakbola/d-7732247/malut-united-rekrut-kiper-asal-brasil-dida-hadapi-putaran-kedua-liga-1,"Ternate-Maluku Utara (Malut) FC mendatangkan Wagner Augusto Guimaraes dos Santos untuk memperkuat sektor pertahanan. Kiper asal Brasil yang akrab disapa Dida itu direkrut dengan status pinjaman hingga akhir musim Liga 1 2024/2025.Dida didatangkan menjelang dua hari sebelum periode kedua bursa transfer ditutup. Dida yang berstatus pemain pinjaman dari Madura United itu dipersiapkan segera bermain untuk Laskar Kie Raha.""Sambil proses berjalan, Dida akan segera berlatih bersama tim di Surabaya. Semoga dia bisa mencapai kondisi terbaik untuk berjuang bersama kami,"" ujar COO Malut United Willem D Nanlohy dilansir dari laman resmi PT LIB dikutip, Selasa (14/1/2025).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTKehadiran Dida melengkapi kuota delapan pemain asing Malut United. Dida menggantikan Jorge Correa yang memilih hengkang karena alasan pribadi.""Dida kami pilih untuk dapat membantu membenahi lini pertahanan Malut United agar semakin baik ke depannya,"" imbuhnya.ADVERTISEMENTSebelum bergabung dengan Malut United, Dida telah menjalani 14 laga bersama Madura United di putaran pertama Liga 1. Kiper 26 tahun itu hanya melewatkan 3 pertandingan sepanjang putaran pertama.""Pengalaman bermain di BRI Liga 1 menjadi salah satu aspek dalam pertimbangan kami merekrut Dida. Setelah ini, dia harus beradaptasi dengan lingkungan tim Malut United,"" kata Willem.Baca juga:Malut United Rekrut 2 Pemain Asing Baru, Jonathan Bustos-Sony NordeSebelum berkarier di Indonesia, Dida mengawali perjalanan profesionalnya di Liga Brasil bersama Tocantins FC. Pada 2021, Dida hijrah ke Portugal untuk bermain bersama Fiaes SC.Setahun berselang, Dida bergabung dengan Estrela Amadora. Pemain asal Brasil itu sukses membawa klub tersebut promosi ke divisi teratas Liga Portugal pada musim 2023-2024.Dida juga mencatatkan lima penampilan di divisi teratas Liga Portugal sebelum memutuskan pindah ke Liga Indonesia pada awal musim ini.Kericuhan Pecah Selepas Laga Persib Vs Persija di Jalak HarupatKericuhan Pecah Selepas Laga Persib Vs Persija di Jalak Harupat(sar/sar)malut unitedmaluku utara unitedpemain baru malut unitedwagner augusto guimaraes dos santosliga 1"
detikSulsel,Detik.com,Liga Indonesia,https://www.detik.com/sulsel/sepakbola/d-7731933/psbs-biak-vs-psis-semarang-di-liga-1-ajang-balas-dendam-tim-badai-pasifik,"Jayapura-PSBS Biak akan menghadapi tamunya, PSIS Semarang dalam lanjutan laga putaran kedua Liga 1 musim 2024/2025. Pertandingan tersebut akan menjadi ajang balas dendam bagi tim berjuluk Badai Pasifik melawan Laskar Mahesa Jenar.Laga PSBS Biak Vs PSIS Semarang akan digelar di Stadion Lukas Enembe, Kabupaten Jayapura, Papua, Minggu (26/1). PSBS optimis meraih poin penuh di markas sendiri.""Kami pastikan akan menggelar laga kedua menghadapi PSIS Semarang pada tanggal 26 Januari nanti di Stadion Lukas Enembe, Jayapura, Papua,"" kata Presiden PSBS Yan Permenas Mandenas dalam keterangannya, Selasa (14/1/2025).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDalam laga putaran pertama Liga 1, PSBS menelan kekalahan dari tuan rumah PSIS Semarang dengan skor 1-0. Gol PSIS dicetak oleh Gali Freitas pada menit ke-71 dalam laga yang digelar di Stadion H Moch Soebroto, Magelang, Jawa Tengah, Jumat (23/8/2024).Yan Mandenas menegaskan siap menyukseskan laga kedua menghadapi PSIS. Tim asuhan Emral Abus ini sudah melakukan evaluasi pada laga sebelumnya untuk menghadapi pertandingan selanjutnya.ADVERTISEMENTDia melanjutkan, PSBS Biak juga mendapatkan kepastian dari PT Liga Indonesia Baru (LIB) yang menyetujui permintaan PSBS agar laga melawan PSBS digelar di Stadion Lukas Enembe. Hal ini lantaran animo masyarakat yang tinggi saat menyaksikan langsung ke salah satu stadion termegah di wilayah timur Indonesia itu.""Sejumlah kekurangan sudah kami evaluasi bersama dan pihak Panpel siap memperbaiki kekuarangan yang terjadi saat laga menghadapi Persib sehingga penyelenggaraannya lebih sukses lagi,"" tuturnya.Baca juga:Klasemen Terkini Liga 1: PSM Makassar Naik Posisi 6 Usai Bekuk Persis SoloDalam laga PSBS melawan Persib pada 11 Januari lalu, animo penonton sangat tinggi. Yan Mandenas berharap situasi itu bisa terulang saat PSBS melawan PSIS Semarang.""Kami memberikan apresisi kepada seluruh masyarakat Papua yang tekah datang mendukung PSBS secara langsung ke Stadion Lukas Enembe. Mudah-mudahan ini akan menjadi motivasi buat kami untuk meraih hasil yang lebih baik saat menjamu PSIS Semarang,"" harap Yan Mandenas.Detik-detik Kericuhan Warnai Laga PSIS Vs Persib di Stadion JatidiriDetik-detik Kericuhan Warnai Laga PSIS Vs Persib di Stadion Jatidiri(sar/hmw)psbs biakpsis semarangpsbs biak vs psis semarangstadion lukas enembeliga 1 2024/2025"
Sepakbola,Detik.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7732078/patrick-kluivert-sepakbola-hidup-di-indonesia,"Jakarta-Patrick Kluivertsudah menjejakkan kaki diIndonesiauntuk memulai tugas menjadi pelatihTimnas. Meneer Belanda itu menyebut sepakbola hidup di Bumi Pertiwi.Di kawasan Senayan, Jakarta, akhir pekan lalu, Kluivert secara resmi diperkenalkan ke publik oleh PSSI sebagai pelatih Timnas yang baru. Dia menjadi pengganti Shin Tae-yong yang kontraknya disudahi lebih awal.Kluivert mendapatkan sambutan cukup hangat dari publik sepakbola Indonesia. Kesan positif pun diungkap pelatih 48 tahun itu soal sepakbola Indonesia.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Muncul Sosok Pelatih Fisik Pilihan Kluivert untuk Timnas Indonesia""Luar biasa,"" kataKluivertmenanggapi sambutan yang didapat saat tiba di Indonesia dalam sesi jumpa pewarta di Senayan.""Bandara dipenuhi orang. Belum pernah terjadi sebelumnya. Saya disambut dengan hangat. Sepakbola hidup di sini, itu pasti,"" kata dia menambahkan.ADVERTISEMENTKluivert dikontrak dua tahun oleh PSSI, ada opsi perpanjangan kontrak. Bersama Indonesia, Kluivert dibebani target untuk lolos ke Piala Dunia 2026.Baca juga:Patrick Kluivert Jumpa Menpora, Bahas Apa Saja?Saat ini, Indonesia ada di posisi ketiga klasemen Kualifikasi Piala Dunia 2026 babak ketiga Grup C. Indonesia mengumpulkan enam poin, sama dengan Arab Saudi, Bahrain, dan China.Indonesia berjarak satu poin dari Australia di posisi kedua dan berselisih 10 poin dari Jepang di posisi teratas.Baca juga:Patrick Kluivert: Indonesia Jalani 4 Laga FinalSimak juga video: Ini Dia Target Realistis Timnas Di Bawah Kluivert![Gambas:Video 20detik](cas/nds)patrick kluiverttimnas indonesiapssi"
20Detik,Detik.com,Liga Indonesia,https://20.detik.com/detikupdate/20240620-240620137/sumardji-tak-ada-pemain-titipan-di-timnas-indonesia,"Beredar rumor adanya pemain titipan di Timnas Indonesia U-16. Manajer Timnas Indonesia, Kombes Pol Sumardji menegaskan tidak ada pemain titipan di dalam skuad Timnas Garuda."
Sepakbola,Detik.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-inggris/d-7732099/jadwal-liga-inggris-dini-hari-nanti-big-match-nottingham-vs-liverpool,"Daftar IsiKlasemen Liga InggrisJadwal Liga Inggris Rabu (15/1/2025) dini hari WIBJakarta-Empat partai Premier League 2024/2025 dimainkan Rabu (15/1/2025) dini hari WIB, termasukBrentford vs Manchester City,Chelsea vs Bournemouth, danNottingham Forest vs Liverpool. Berikut jadwal Liga Inggris tersebut.Liga Inggris di Premier League memasuki pekan ke-21 pada tengah pekan ini. Empat partai dimainkan lebih dulu dengan tiga di antaranya dimainkan secara berbarengan.Di antaranya adalahBrentford vs Manchester City, yang kick-off pada pukul 02.30 dini hari WIB nanti. Dua partai lain yang dimainkan pada waktu bersamaan adalahChelsea vs Bournemouthdan West Ham United vs Fulham.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Januari yang Sibuk untuk Man CityBrentford, yang saat ini berada di posisi ke-11 klasemen Liga Inggris, akan menguji usaha tim posisi keenam Man City untuk melanjutkan kebangkitannya.Setelah sempat melewati rentetan tanpa kemenangan, Man City kini sedang merangkai tiga kemenangan beruntun di seluruh ajang termasuk dua di antaranya di Premier League.ADVERTISEMENTSementara ituChelsea, yang kini berada di posisi keempat, akan berupaya memoles hasil di Premier League setelah empat laga tanpa kemenangan di ajang itu (2 seri, 2 kalah).Baca juga:Maresca Masih Percaya dengan JacksonSebelum menjamuBournemouth, Chelsea paling tidak bisa menambah rasa percaya diri berkat kemenangan telak 5-0 di Piala FA ketika melawan Morecambe, tim divisi keempat di Liga Inggris.Rangkaian pertandingan Liga Inggris Rabu (14/1/2025) dini hari WIB nanti akan ditutup dengan pertandinganNottingham Forest vs Liverpool. Laga itu kick-off pukul 03.00 WIB.Menilik papanklasemen Liga Inggris, partai itu bisa dibilang sebuah big match. Liverpool saat ini memuncaki klasemen sedangkan Nottingham menyeruak di papan atas dengan menempati posisi ketiga.Baca juga:Nottingham Vs Liverpool: Si Merah Tak Akan Kaget LagiKlasemen Liga InggrisPosKlubMMSKGK+/-POIN1Liverpool191441471928462Arsenal201172391821403Nottingham Forest201244291910404Chelsea201064392415365Newcastle United201055342212356Manchester City20104636279347AFC Bournemouth2096530237338Aston Villa209563032-2329Fulham20794302733010Brighton & Hove Albion206104302912811Brentford20839383532712Tottenham Hotspur2073104230122413Manchester United206592328-52314West Ham United206592439-152315Crystal Palace204972128-72116Everton193881525-101717Wolverhampton Wanderers2044123145-141618Ipswich Town2037102035-151619Leicester City2035122344-211420Southampton2013161244-326Jadwal Liga Inggris Rabu (15/1/2025) dini hari WIB02:30 WIB Brentford vs Manchester City02:30 WIB Chelsea vs Bournemouth02:30 WIB West Ham United vs Fulham03:00 WIB Nottingham Forest vs Liverpool(krs/nds)liga inggrisjadwal premier leaguenottingham vs liverpoolbrentford vs manchester citychelsea vs bournemouthklasemen liga inggrispremier league 2024/2025jadwal liga inggris"
detikJatim,Detik.com,Liga Indonesia,https://www.detik.com/jatim/sepakbola/d-7731460/persela-datangkan-bayu-gatra-jelang-babak-8-besar-liga-2,"Surabaya-Persela Lamongan terus memperkuat skuad jelang babak 8 besar Liga 2 2024/2025. Terbaru, tim berjuluk Laskar Joko Tingkir itu mendatangkan Bayu Gatra.Bayu Gatra adalah pemain yang sarat pengalaman. Kehadirannya diharapkan bisa membawa Persela melangkah jauh di babak 8 besar Liga 2.""Dari Jember untuk Lamongan. Selamat datang di keluarga besar Persela Lamongan mas Bayu Gatra,"" tulis akun Instagram Persela.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Jelang Babak 8 Besar Liga 2, Persela Akan Tambah 2 Pemain BaruBayu Gatra akan berusaha memberikan yang terbaik bagi Persela. Dia ingin membantu tim kebanggaan warga Lamongan itu untuk promosi ke kasta tertinggi sepakbola Indonesia.""Bismillah mohon izin bergabung dengan keluarga besar Persela dan masyarakat Lamongan dan berjuang bersama untuk memberikan prestasi terbaik amin amin ya Robbal alamin,"" tulis Bayu Gatra melalui Instagram resminya.ADVERTISEMENTBaca juga:Jadwal Lengkap Persela Lamongan di Babak 8 Besar Liga 2 2024/2025Sebelumnya, Bayu Gatra sempat bermain untuk Semen Padang pada awal musim 2024/2025. Dia tercatat tampil sebanyak 10 pertandingan dari 17 laga di putaran pertama Liga 1.Dari seluruh penampilan itu, Bayu Gatra hanya bermain sebanyak 278 menit. Dia hanya membukukan sebijiassistsaat Semen Padang melawan Malut United pada pekan keempat Liga 1.Menaklukkan Wahana Rumah Hantu di LamonganMenaklukkan Wahana Rumah Hantu di Lamongan(auh/hil)persela lamonganbayu gatraliga 2transfer pemainlaskar joko tingkirperselalamongan"
detikOto,Detik.com,Liga Indonesia,https://oto.detik.com/mobil/d-7731999/mobil-hybrid-terlaris-di-indonesia-sepanjang-2024,"Jakarta-Pemerintah akan memberikan diskon pajak penjualan atas barang mewah (PPnBM) untuk mobil hybrid. Mobil yang menggabungkan mesin bakar dengan motor listrik itu akan mendapat potongan pajak tahun ini.Pemerintah telah menyiapkan rangkaian insentif untuk kendaraan di tahun 2025. Salah satunya berupa diskon (Pajak Penjualan atas Barang Mewah) PPnBM untuk mobil hybrid.Kendati demikian, tak semua mobil hybrid bisa menikmati diskon PPnBM sebesar tiga persen dari pemerintah. Mobil hybrid yang berhak mendapat diskon pajak itu adalah mobil yang sudah diproduksi di dalam negeri.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTKini, mobil hybrid semakin banyak peminatnya. Berbagai pabrikan otomotif pun menawarkan beragam pilihan mobil berteknologi hybrid.Baca juga:Mobil Listrik Terlaris 2024: BYD M6 Juara meski Baru Datang di Babak KeduaBerdasarkan data wholesales (distribusi dari pabrik ke dealer) yang dirilis Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo), penjualan mobil hybrid tercatat lebih dari 50.000 unit sepanjang tahun 2024.ADVERTISEMENTSoal mobil hybrid terlaris, Toyota Kijang Innova Zenix Hybrid masih jadi rajanya. MPV dengan sentuhan elektrifikasi andalan Toyota itu mencatatkan penjualan terbanyak sepanjang tahun 2024. Innova Zenix Hybrid tercatat terjual sebanyak 26.470 unit.Selanjutnya, Suzuki XL7 Hybrid menjadi mobil hybrid terlaris kedua di bawah Innova Zenix. Suzuki XL7 Hybrid mencatatkan penjualan sebanyak 10.129 unit.Kemudian di urutan ketiga ada Suzuki Ertiga Hybrid dengan penjualan sebanyak 4.188 unit. Di tempat keempat, Yaris Cross Hybrid membukukan angka penjualan sebanyak 4.114 unit, terpaut tipis dengan Ertiga Hybrid.Baca juga:10 Mobil Terlaris Indonesia 2024: Mobil Jepang Semua, Innova Jadi RajaUntuk lebih jelas, berikut mobil hybrid terlaris tahun 2024 berdasarkan data wholesales Gaikindo.15 Mobil Hybrid Terlaris 2024:Toyota Kijang Innova Zenix Hybrid: 26.470 unitSuzuki XL7 Hybrid: 10.129 unitSuzuki Ertiga Hybrid: 4.188 unitToyota Yaris Cross Hybrid: 4.114 unitToyota Alphard Hybrid: 3.838 unitHonda CR-V e:HEV: 2.373 unitLexus LM350h: 1.449 unitLexus RX 350h: 654 unitWuling Almaz Hybrid: 522 unitToyota Vellfire Hybrid: 510 unitHyundai Santa Fe Hybrid: 453 unitGWM Tank 500 HEV: 441 unitMG VS HEV Magnify: 312 unitGWM Tank 300 HEV: 251 unitAccord HEV: 210 unit.Mengenal Cara Kerja Hybrid di Wuling New Almaz RS Pro HybridMengenal Cara Kerja Hybrid di Wuling New Almaz RS Pro Hybrid(rgr/dry)mobil hybridmobil terlaris 2024penjualan mobiltoyota kijang innovasuzuki xl7"
detikOto,Detik.com,Liga Indonesia,https://oto.detik.com/berita/d-7732059/kapan-mitsubishi-xpander-hybrid-dibawa-ke-indonesia,"Jakarta-Pemerintah bakal memberikan insentif kepada mobil elektrifikasi jenis hybrid. Ini tentunya menjadi kabar baik bagi para agen pemegang merek di Indonesia. Bagi Mitsubishi, apakah hal itu bisa menjadi momentum untuk memperkenalkan Xpander Hybrid di Indonesia?Sebagai info, pemerintah memberikan insentif untuk mobil listrik berbasis baterai, baik itu mobil listrik murni (BEV), maupun hybrid. Hal itu dikatakan oleh Menteri Keuangan Sri Mulyani.""Dan insentif lain untuk kendaraan bermotor listrik, kendaraan hybrid, dan PPN untuk pembelian rumah yang selama ini sudah kita umumkan yaitu dengan harga jual sampai dengan Rp 5 miliar,"" kata Sri Mulyani beberapa waktu lalu.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Penjualan Mitsubishi XForce Diklaim Naik hingga 20% Berkat IniInsentif yang diberikan pemerintah tersebut berupa PPnBM ditanggung pemerintah (PPnBM DTP), di mana yang terbaru diberikan untuk mobil hybrid. Aturan itu menyatakan kalau PPnBM mobil hybrid ditanggung pemerintah sebesar 3%. Para pabrikan juga sudah diminta untuk mendaftarkan mobil hybridnya agar bisa menikmati insentif.Terkait hal itu, General Manager of Marketing Communication & PR Division PT Mitsubishi Motors Krama Yudha Sales Indonesia (MMKSI) Intan Vidiasari mengatakan, kendati insentif mobil hybrid sudah diberikan oleh pemerintah, bukan serta Mitsubishi langsung meluncurkan Xpander Hybrid di Indonesia.ADVERTISEMENT""Seperti yang kita tahu, untuk model hybrid Xpander sudah ada, tapi memang belum dipasarkan disini. Kemarin Pak Kato, CEO Mitsubishi Motors dari Jepang datang dan dia juga sempat bilang pada saat perayaan satu juta unit produksi di MMKI, dia ingin meningkatkan lagi produktivitas dan volume yang ada di MMKI, sekarang kan 220 ribu unit per tahun ya. Dia ingin meningkatkan lagi, salah satunya juga dengan memproduksi mobil-mobil baru termasuk hybrid dan elektrik, supaya bisa tidak hanya buat domestik juga bisa buat meningkatkan ekspor dari MMKI,"" ungkap Intan kepada wartawan di Bogor (13/1/2025).Baca juga:10 Merek Mobil Terlaris di Indonesia 2024: 1 Asal China, 8 dari Jepang, BYD Masuk?Intan menjelaskan, secara teknologi, Mitsubishi sudah siap untuk membawa Xpander Hybrid ke Indonesia. Hanya saja perlu perencanaan yang matang. Karena meskipun ada insentif, tapi ada hal-hal lain yang juga membebankan, seperti peraturan opsen pajak dan PPN 12%.""Teknologinya sudah ada, sudah siap, MMKI juga sudahreadyuntuk membuat. Cuma memangtiming-nya yang belum pas untuk bisa melakukan itu, karena walau mendapat insentif, tetap kan harus ada penyesuaian harga, apalagi sekarang ada opsen, kemudian PPN juga naik jadi 12%. Jadi gimana caranya mengeluarkan mobil yang bisa tetap memiliki harga kompetitif, begitu,"" bilang Intan.""Apalagi seperti kita tahu kompetisinya sama brand-brand China atau non-Japanese yang memang harga mereka sangat bisa di-squeezegitu. Sementara kalau kami sendiri maunya bisa bersaing gitu produknya, jangan sampai dikeluarkan produknya, tapi akhirnya tidak bersaing harganya, jadi ditunggu aja, janjinya sih tahun ini dan tahun depan pasti mengeluarkan mobil baru, salah satunya hybrid,"" tegas Intan.Mengenal Cara Kerja Hybrid di Wuling New Almaz RS Pro HybridMengenal Cara Kerja Hybrid di Wuling New Almaz RS Pro Hybrid(lua/dry)mobil hybridmitsubishimitsubishi xpander hybrid"
